1,2.8629,0.13941,9.5781e-05,0.0005172,315.12,8,36,38.577,29.842,29.3,0.36916,0.707,0.5,0.1309,0.2,21,38.777,42.776,43.42,0.73423,1,-1,50
2,2.6231,0.14403,5.4198e-05,0.00072588,315.07,8,36,39.896,31.818,29.3,0.50293,0.707,0.5,0.1309,0.2,21,40.096,43.17,43.42,0.54204,1,-1,50
3,2.0482,0.13906,3.4937e-05,0.00053209,315.03,8,36,40.913,29.907,29.3,0.48791,0.707,0.5,0.1309,0.2,21,41.113,43.17,43.42,0.45951,1,-1,50
4,2.7369,0.15954,9.2921e-05,0.0011146,315.05,8,36,38.766,32.219,29.3,0.58414,0.707,0.5,0.1309,0.2,21,38.966,43.056,43.42,0.75952,1,-1,50
5,2.4976,0.1741,4.9325e-05,0.0012155,315,8,36,41.4,32.258,29.3,0.68529,0.707,0.5,0.1309,0.2,21,41.6,42.395,43.42,0.82923,1,-1,50
6,3.0863,0.13552,5.3252e-05,0.00047005,315.17,8,36,40.313,31.721,29.3,0.32551,0.707,0.5,0.1309,0.2,21,40.513,42.772,43.42,0.53429,1,-1,50
7,2.1691,0.15318,2.0515e-05,0.00049523,315.03,8,36,42.492,30.741,29.3,0.49146,0.707,0.5,0.1309,0.2,21,42.692,43.17,43.42,0.90714,1,-1,50
8,3.3418,0.1541,8.2387e-05,0.00066672,315.04,8,36,39.629,30.401,29.3,0.51079,0.707,0.5,0.1309,0.2,21,39.829,42.388,43.42,0.76044,1,-1,50
9,1.7658,0.12429,2.1105e-05,0.00033086,315.09,8,36,41.828,29.803,29.3,0.31261,0.707,0.5,0.1309,0.2,21,42.028,43.17,43.42,0.39826,1,-1,50
10,1.8042,0.15106,3.9565e-05,0.0010962,315,8,36,40.349,30.824,29.3,0.66315,0.707,0.5,0.1309,0.2,21,40.549,43.17,43.42,0.42429,1,-1,50
11,2.3361,0.11751,6.5783e-05,0.00033472,315.28,8,36,39.674,30.272,29.3,0.15325,0.707,0.5,0.1309,0.2,21,39.874,42.786,43.42,0.58704,1,-1,50
12,2.9454,0.14515,8.7652e-05,0.00044752,315.34,8,36,39.751,32.226,29.3,0.20621,0.707,0.5,0.1309,0.2,21,39.951,42.121,43.42,0.86291,1,-1,50
13,3.649,0.16299,9.7224e-05,0.0006838,315.11,8,36,39.597,32.112,29.3,0.44621,0.707,0.5,0.1309,0.2,21,39.797,41.265,43.42,0.93874,1,-1,50
14,3.5273,0.14497,7.0784e-05,0.00046195,315.09,8,36,40.306,30.466,29.3,0.38178,0.707,0.5,0.1309,0.2,21,40.506,43.17,43.42,0.85843,1,-1,50
15,1.9466,0.14393,4.7653e-05,0.00083646,315.01,8,36,39.91,29.941,29.3,0.60239,0.707,0.5,0.1309,0.2,21,40.11,43.17,43.42,0.46247,1,-1,50
16,3.0381,0.16124,5.8144e-05,0.00065832,315.04,8,36,41.08,31.858,29.3,0.51667,0.707,0.5,0.1309,0.2,21,41.28,43.17,43.42,0.94582,1,-1,50
17,2.4247,0.14735,0.00011428,0.0004223,315.34,8,36,38.951,31.145,29.3,0.18144,0.707,0.5,0.1309,0.2,21,39.151,39.926,43.42,0.94735,1,-1,50
18,2.9735,0.14344,6.048e-05,0.00052762,315.05,8,36,40.259,30.09,29.3,0.45468,0.707,0.5,0.1309,0.2,21,40.459,43.17,43.42,0.70101,1,-1,50
19,3.4986,0.15884,7.2109e-05,0.0005933,315.08,8,36,40.603,31.933,29.3,0.44979,0.707,0.5,0.1309,0.2,21,40.803,41.5,43.42,0.86219,1,-1,50
20,2.9854,0.15569,4.9652e-05,0.00061093,315.06,8,36,41.174,31.961,29.3,0.48838,0.707,0.5,0.1309,0.2,21,41.374,43.17,43.42,0.82208,1,-1,50
21,2.144,0.1393,2.0954e-05,0.00043657,315.12,8,36,41.93,32.189,29.3,0.36288,0.707,0.5,0.1309,0.2,21,42.13,43.17,43.42,0.43291,1,-1,50
22,1.8979,0.14434,5.7956e-05,0.0011785,315.01,8,36,39.083,30.189,29.3,0.66298,0.707,0.5,0.1309,0.2,21,39.283,43.17,43.42,0.46608,1,-1,50
23,2.1829,0.15762,5.4427e-05,0.0011911,315.01,8,36,40.13,32.16,29.3,0.65504,0.707,0.5,0.1309,0.2,21,40.33,43.17,43.42,0.5892,1,-1,50
24,2.461,0.14808,2.2768e-05,0.00046145,315.03,8,36,42.269,30.482,29.3,0.46374,0.707,0.5,0.1309,0.2,21,42.469,43.17,43.42,0.73037,1,-1,50
25,1.9491,0.14846,2.4667e-05,0.00061583,315.02,8,36,41.587,30.702,29.3,0.54103,0.707,0.5,0.1309,0.2,21,41.787,43.17,43.42,0.41864,1,-1,50
26,1.7647,0.11454,2.0047e-05,0.00027998,315.18,8,36,41.899,30.349,29.3,0.18976,0.707,0.5,0.1309,0.2,21,42.099,43.17,43.42,0.39054,1,-1,50
27,2.041,0.15884,5.277e-05,0.0013089,315,8,36,40.18,31.262,29.3,0.69078,0.707,0.5,0.1309,0.2,21,40.38,43.17,43.42,0.5771,1,-1,50
28,2.3451,0.14042,6.847e-05,0.00061348,315.11,8,36,39.447,31.373,29.3,0.42645,0.707,0.5,0.1309,0.2,21,39.647,41.779,43.42,0.35017,1,-1,50
29,2.6307,0.12938,5.5045e-05,0.00032165,315.25,8,36,41.046,31.125,29.3,0.17767,0.707,0.5,0.1309,0.2,21,41.246,43.17,43.42,0.8711,1,-1,50
30,2.6222,0.14291,4.6056e-05,0.00063729,315.08,8,36,40.376,31.944,29.3,0.46854,0.707,0.5,0.1309,0.2,21,40.576,43.17,43.42,0.52276,1,-1,50
31,1.8044,0.15392,1.7764e-05,0.00059718,315.03,8,36,42.234,31.881,29.3,0.52259,0.707,0.5,0.1309,0.2,21,42.434,43.17,43.42,0.46281,1,-1,50
32,1.9208,0.11903,1.885e-05,0.00026548,315.15,8,36,42.446,29.966,29.3,0.20719,0.707,0.5,0.1309,0.2,21,42.646,43.17,43.42,0.72036,1,-1,50
33,2.5535,0.12837,3.2828e-05,0.00030937,315.19,8,36,41.934,31.119,29.3,0.21621,0.707,0.5,0.1309,0.2,21,42.134,43.17,43.42,0.83361,1,-1,50
34,2.8172,0.16062,7.4248e-05,0.00073297,315.04,8,36,40.243,31.377,29.3,0.53787,0.707,0.5,0.1309,0.2,21,40.443,41.288,43.42,0.55378,1,-1,50
35,2.448,0.16065,3.1103e-05,0.00064209,315.02,8,36,42.059,31.051,29.3,0.55985,0.707,0.5,0.1309,0.2,21,42.259,43.17,43.42,0.88008,1,-1,50
36,2.4487,0.1196,6.787e-05,0.00041314,315.31,8,36,38.989,30.935,29.3,0.18849,0.707,0.5,0.1309,0.2,21,39.189,43.138,43.42,0.5505,1,-1,50
37,3.4454,0.16028,0.00010118,0.00060755,315.12,8,36,39.48,31.607,29.3,0.41105,0.707,0.5,0.1309,0.2,21,39.68,40.566,43.42,0.93061,1,-1,50
38,1.8182,0.1297,4.9156e-05,0.00073289,315.03,8,36,39.088,29.865,29.3,0.54008,0.707,0.5,0.1309,0.2,21,39.288,43.17,43.42,0.37615,1,-1,50
39,2.1928,0.15607,3.0788e-05,0.0007241,315.01,8,36,41.568,30.75,29.3,0.58824,0.707,0.5,0.1309,0.2,21,41.768,43.17,43.42,0.56754,1,-1,50
40,2.625,0.13826,5.3715e-05,0.00066729,315.07,8,36,39.672,31.328,29.3,0.47846,0.707,0.5,0.1309,0.2,21,39.872,43.17,43.42,0.49969,1,-1,50
41,2.2471,0.13515,5.6843e-05,0.00035555,315.22,8,36,41.007,31.458,29.3,0.2212,0.707,0.5,0.1309,0.2,21,41.207,41.8,43.42,0.54896,1,-1,50
42,2.3261,0.13163,6.3335e-05,0.00048161,315.09,8,36,39.604,29.909,29.3,0.38949,0.707,0.5,0.1309,0.2,21,39.804,42.109,43.42,0.38754,1,-1,50
43,3.1947,0.15409,6.7152e-05,0.00066379,315.05,8,36,40.236,31.264,29.3,0.50514,0.707,0.5,0.1309,0.2,21,40.436,43.17,43.42,0.78755,1,-1,50
44,2.0059,0.15486,7.799e-05,0.0013589,315.01,8,36,38.897,31.013,29.3,0.67655,0.707,0.5,0.1309,0.2,21,39.097,41.925,43.42,0.45481,1,-1,50
45,2.3879,0.16171,3.4143e-05,0.00076921,315.01,8,36,41.714,31.01,29.3,0.60366,0.707,0.5,0.1309,0.2,21,41.914,43.17,43.42,0.72706,1,-1,50
46,2.1461,0.13384,2.5297e-05,0.0004508,315.09,8,36,41.341,31.409,29.3,0.38288,0.707,0.5,0.1309,0.2,21,41.541,43.17,43.42,0.36792,1,-1,50
47,2.8792,0.15548,4.4314e-05,0.00062911,315.03,8,36,41.296,31.47,29.3,0.5201,0.707,0.5,0.1309,0.2,21,41.496,43.17,43.42,0.76573,1,-1,50
48,2.6867,0.13866,4.018e-05,0.00052148,315.09,8,36,40.746,31.524,29.3,0.41674,0.707,0.5,0.1309,0.2,21,40.946,43.17,43.42,0.51121,1,-1,50
49,2.7867,0.13362,3.566e-05,0.00034395,315.09,8,36,41.777,29.94,29.3,0.32578,0.707,0.5,0.1309,0.2,21,41.977,42.903,43.42,0.74429,1,-1,50
50,2.1626,0.14966,9.4778e-05,0.00052397,315.08,8,36,39.357,30.031,29.3,0.41153,0.707,0.5,0.1309,0.2,21,39.557,40.386,43.42,0.44642,1,-1,50
51,2.0145,0.15074,5.1916e-05,0.0010921,315.02,8,36,39.877,31.683,29.3,0.63697,0.707,0.5,0.1309,0.2,21,40.077,42.654,43.42,0.39881,1,-1,50
52,1.8933,0.15334,3.3159e-05,0.00089163,315.02,8,36,40.996,32.055,29.3,0.6062,0.707,0.5,0.1309,0.2,21,41.196,43.17,43.42,0.44606,1,-1,50
53,3.0254,0.1427,9.0274e-05,0.00064918,315.08,8,36,38.525,30.185,29.3,0.45722,0.707,0.5,0.1309,0.2,21,38.725,42.862,43.42,0.67721,1,-1,50
54,2.3632,0.13927,2.4921e-05,0.00039895,315.05,8,36,42.036,30.079,29.3,0.40513,0.707,0.5,0.1309,0.2,21,42.236,43.17,43.42,0.62934,1,-1,50
55,2.8553,0.13674,4.3382e-05,0.00047063,315.06,8,36,40.749,30.316,29.3,0.41829,0.707,0.5,0.1309,0.2,21,40.949,43.17,43.42,0.56523,1,-1,50
56,2.8105,0.1345,5.6024e-05,0.00035618,315.11,8,36,40.979,29.978,29.3,0.30219,0.707,0.5,0.1309,0.2,21,41.179,41.975,43.42,0.59809,1,-1,50
57,2.6373,0.1595,7.4344e-05,0.00070065,315.02,8,36,40.238,30.047,29.3,0.55772,0.707,0.5,0.1309,0.2,21,40.438,41.407,43.42,0.61444,1,-1,50
58,2.9374,0.1334,5.1325e-05,0.00046067,315.21,8,36,40.288,31.981,29.3,0.29456,0.707,0.5,0.1309,0.2,21,40.488,43.17,43.42,0.5797,1,-1,50
59,2.8138,0.1516,3.7743e-05,0.00057835,315.05,8,36,41.452,31.796,29.3,0.48418,0.707,0.5,0.1309,0.2,21,41.652,43.17,43.42,0.68769,1,-1,50
60,1.8308,0.15753,2.4486e-05,0.00078768,315.01,8,36,41.751,31.033,29.3,0.61027,0.707,0.5,0.1309,0.2,21,41.951,43.17,43.42,0.47044,1,-1,50
61,2.2839,0.12746,7.28e-05,0.00047209,315.17,8,36,39.004,30.455,29.3,0.31229,0.707,0.5,0.1309,0.2,21,39.204,41.665,43.42,0.32251,1,-1,50
