1,1.9462,0.15723,7.4745e-05,0.00071508,315.04,8,36,39.682,30.942,29.3,0.52078,0.707,0.5,0.1309,0.2,21,39.882,41.426,43.42,0.31393,1,-1,50
2,2.1074,0.17932,4.097e-05,0.0011427,315,8,36,41.559,31.633,29.3,0.6825,0.707,0.5,0.1309,0.2,21,41.759,43.17,43.42,0.80805,1,-1,50
3,3.1447,0.13356,7.8841e-05,0.00033871,315.27,8,36,40.031,30.588,29.3,0.1692,0.707,0.5,0.1309,0.2,21,40.231,42.553,43.42,0.81922,1,-1,50
4,2.5211,0.1446,6.281e-05,0.00067946,315.05,8,36,39.393,30.691,29.3,0.49794,0.707,0.5,0.1309,0.2,21,39.593,42.392,43.42,0.39114,1,-1,50
5,2.3733,0.13286,1.936e-05,0.00033614,315.12,8,36,42.088,30.859,29.3,0.29035,0.707,0.5,0.1309,0.2,21,42.288,43.17,43.42,0.42971,1,-1,50
6,3.2919,0.15434,4.6367e-05,0.00049481,315.05,8,36,41.293,30.849,29.3,0.44522,0.707,0.5,0.1309,0.2,21,41.493,43.17,43.42,0.79803,1,-1,50
7,3.1868,0.12438,4.2887e-05,0.0003019,315.16,8,36,41.2,29.918,29.3,0.21794,0.707,0.5,0.1309,0.2,21,41.4,43.17,43.42,0.68658,1,-1,50
8,3.145,0.16284,6.1352e-05,0.00065919,315.05,8,36,40.651,31.71,29.3,0.50448,0.707,0.5,0.1309,0.2,21,40.851,43.17,43.42,0.82093,1,-1,50
9,2.4542,0.16062,6.0297e-05,0.0010073,315.01,8,36,39.86,30.532,29.3,0.6384,0.707,0.5,0.1309,0.2,21,40.06,42.975,43.42,0.57009,1,-1,50
10,2.4739,0.13378,2.4487e-05,0.00031569,315.09,8,36,42.205,29.873,29.3,0.30236,0.707,0.5,0.1309,0.2,21,42.405,43.17,43.42,0.72607,1,-1,50
11,2.36,0.16497,2.4247e-05,0.00061351,315.03,8,36,42.189,32.076,29.3,0.52541,0.707,0.5,0.1309,0.2,21,42.389,43.17,43.42,0.70104,1,-1,50
12,2.2994,0.17207,9.9417e-05,0.00078808,315.05,8,36,39.517,31.552,29.3,0.52694,0.707,0.5,0.1309,0.2,21,39.717,40.349,43.42,0.47915,1,-1,50
13,2.8959,0.14839,2.8501e-05,0.00039608,315.06,8,36,42.157,30.314,29.3,0.39935,0.707,0.5,0.1309,0.2,21,42.357,43.17,43.42,0.85401,1,-1,50
14,2.8606,0.13109,7.0754e-05,0.00041288,315.29,8,36,39.494,31.269,29.3,0.20848,0.707,0.5,0.1309,0.2,21,39.694,42.069,43.42,0.44096,1,-1,50
15,3.3945,0.1739,9.6471e-05,0.00089693,315.04,8,36,39.526,31.557,29.3,0.57198,0.707,0.5,0.1309,0.2,21,39.726,42.252,43.42,0.90397,1,-1,50
16,1.9524,0.11625,2.804e-05,0.00033308,315.29,8,36,40.832,31.46,29.3,0.16091,0.707,0.5,0.1309,0.2,21,41.032,43.17,43.42,0.3153,1,-1,50
17,1.633,0.16836,8.2317e-05,0.00091024,315.01,8,36,39.712,30.345,29.3,0.61268,0.707,0.5,0.1309,0.2,21,39.912,41.038,43.42,0.31892,1,-1,50
18,2.9901,0.13016,4.9314e-05,0.00040514,315.25,8,36,40.273,31.724,29.3,0.22977,0.707,0.5,0.1309,0.2,21,40.473,42.801,43.42,0.44814,1,-1,50
19,1.9311,0.15313,8.6281e-05,0.0008088,315.12,8,36,38.767,32.115,29.3,0.46602,0.707,0.5,0.1309,0.2,21,38.967,41.244,43.42,0.32586,1,-1,50
20,2.0594,0.15901,0.00012485,0.0004894,315.49,8,36,38.677,32.147,29.3,0.15305,0.707,0.5,0.1309,0.2,21,38.877,39.451,43.42,0.73251,1,-1,50
